trade_date,ts_code,name,pct_change,close,net_amount,net_amount_rate,buy_elg_amount,buy_elg_amount_rate,buy_lg_amount,buy_lg_amount_rate,buy_md_amount,buy_md_amount_rate,buy_sm_amount,buy_sm_amount_rate
20241129,603848.SH,好太太,1.07,17.06,-497.06,-3.2,14.8,0.1,-511.86,-3.29,-784.22,-5.05,1281.28,8.24
20241129,605089.SH,味知香,0.0,25.0,-497.06,-4.4,-25.6,-0.23,-471.45,-4.17,678.7,6.01,-181.64,-1.61
20241129,600017.SH,日照港,0.0,3.26,-496.87,-3.08,-751.96,-4.66,255.08,1.58,-499.2,-3.09,996.08,6.17
20241129,601636.SH,旗滨集团,1.17,6.06,-496.85,-3.17,1301.47,8.31,-1798.31,-11.49,-71.97,-0.46,568.82,3.63
20241129,600639.SH,浦东金桥,1.07,11.33,-496.64,-5.0,-352.47,-3.55,-144.18,-1.45,119.79,1.21,376.85,3.79
20241129,002801.SZ,微光股份,3.66,24.36,-495.73,-6.35,-503.04,-6.45,7.31,0.09,774.46,9.93,-278.73,-3.57
20241129,600281.SH,华阳新材,0.26,3.85,-494.94,-10.08,16.07,0.33,-511.01,-10.41,217.97,4.44,276.98,5.64
20241129,301099.SZ,雅创电子,3.11,42.8,-494.6,-3.04,564.39,3.47,-1058.99,-6.52,439.71,2.71,54.89,0.34
20241129,688114.SH,华大智造,0.8,47.9,-493.96,-4.62,-392.68,-3.67,-101.28,-0.95,-237.13,-2.22,731.09,6.84
20241129,000665.SZ,湖北广电,-0.23,4.31,-493.83,-4.26,-154.36,-1.33,-339.47,-2.93,197.7,1.7,296.13,2.55
20241129,603656.SH,泰禾智能,2.47,19.11,-493.73,-3.2,182.68,1.18,-676.42,-4.38,-321.67,-2.08,815.41,5.28
20241129,688157.SH,松井股份,0.63,44.5,-493.39,-21.07,-207.3,-8.85,-286.09,-12.22,70.75,3.02,422.64,18.05
